#num,year,month,date,time[second],SeaIceExtent[km2]
1988,1988,11,26,317779200,14851614
1989,1988,11,27,317865600,14714345
1990,1988,11,28,317952000,14561211
1991,1988,11,29,318038400,14449117
1992,1988,11,30,318124800,14279250
1993,1988,12,01,318211200,14131742
1994,1988,12,02,318297600,13951147
1995,1988,12,03,318384000,13735580
1996,1988,12,04,318470400,13554873
1997,1988,12,05,318556800,13406165
1998,1988,12,06,318643200,13259697
1999,1988,12,07,318729600,13100984
2000,1988,12,08,318816000,12946329
2001,1988,12,09,318902400,12789160
2002,1988,12,10,318988800,12636200
2003,1988,12,11,319075200,12446256
2004,1988,12,12,319161600,12288194
2005,1988,12,13,319248000,12087768
2006,1988,12,14,319334400,11863388
2007,1988,12,15,319420800,11586150
2008,1988,12,16,319507200,11315056
2009,1988,12,17,319593600,11090857
2010,1988,12,18,319680000,10879965
2011,1988,12,19,319766400,10622394
2012,1988,12,20,319852800,10387381
2013,1988,12,21,319939200,10122889
2014,1988,12,22,320025600,9941253
2015,1988,12,23,320112000,9819106
2016,1988,12,24,320198400,9655159
2017,1988,12,28,320544000,7731202
2018,1988,12,29,320630400,7617220
2019,1988,12,30,320716800,7460029
2020,1988,12,31,320803200,7284665
2021,1989,01,01,320889600,6991995
2022,1989,01,02,320976000,6729601
2023,1989,01,03,321062400,6524340
2024,1989,01,04,321148800,6293637
2025,1989,01,05,321235200,6072322
2026,1989,01,06,321321600,5785457
2027,1989,01,07,321408000,5541570
2028,1989,01,08,321494400,5395461
2029,1989,01,09,321580800,5287911
2030,1989,01,10,321667200,5205142
2031,1989,01,11,321753600,5141460
2032,1989,01,12,321840000,5100523
2033,1989,01,13,321926400,5020696
2034,1989,01,14,322012800,4806207
2035,1989,01,15,322099200,4528162
2036,1989,01,16,322185600,4448729
2037,1989,01,17,322272000,4385264
2038,1989,01,18,322358400,4323974
2039,1989,01,19,322444800,4241904
2040,1989,01,20,322531200,4159333
2041,1989,01,21,322617600,4069767
2042,1989,01,22,322704000,3984721
2043,1989,01,23,322790400,3905338
2044,1989,01,24,322876800,3832871
2045,1989,01,25,322963200,3753392
2046,1989,01,26,323049600,3695344
2047,1989,01,27,323136000,3633038
2048,1989,01,28,323222400,3564759
2049,1989,01,29,323308800,3531503
2050,1989,01,30,323395200,3498488
2051,1989,01,31,323481600,3449430
2052,1989,02,01,323568000,3410156
2053,1989,02,02,323654400,3391562
2054,1989,02,03,323740800,3353774
2055,1989,02,04,323827200,3317037
2056,1989,02,05,323913600,3283039
2057,1989,02,06,324000000,3209715
2058,1989,02,07,324086400,3155760
2059,1989,02,08,324172800,3111469
2060,1989,02,09,324259200,3059007
2061,1989,02,10,324345600,3003377
2062,1989,02,11,324432000,2973589
2063,1989,02,12,324518400,2922563
2064,1989,02,13,324604800,2860900
2065,1989,02,14,324691200,2799572
2066,1989,02,15,324777600,2769820
2067,1989,02,16,324864000,2741923
2068,1989,02,17,324950400,2740675
2069,1989,02,18,325036800,2753542
2070,1989,02,19,325123200,2764259
2071,1989,02,20,325209600,2784271
2072,1989,02,21,325296000,2798706
2073,1989,02,22,325382400,2822014
2074,1989,02,23,325468800,2845272
2075,1989,02,24,325555200,2867799
2076,1989,02,25,325641600,2895067
2077,1989,02,26,325728000,2937536
2078,1989,02,27,325814400,2999917
2079,1989,02,28,325900800,3057876
2080,1989,03,01,325987200,3113331
2081,1989,03,02,326073600,3170687
2082,1989,03,03,326160000,3252606
2083,1989,03,04,326246400,3300442
2084,1989,03,05,326332800,3368158
2085,1989,03,06,326419200,3409366
2086,1989,03,07,326505600,3455671
2087,1989,03,08,326592000,3475576
2088,1989,03,09,326678400,3508498
2089,1989,03,10,326764800,3539822
2090,1989,03,11,326851200,3566901
2091,1989,03,12,326937600,3649700
2092,1989,03,13,327024000,3728091
2093,1989,03,14,327110400,3794774
2094,1989,03,15,327196800,3884627
2095,1989,03,16,327283200,3935847
2096,1989,03,17,327369600,3983853
2097,1989,03,18,327456000,4059290
2098,1989,03,19,327542400,4113327
2099,1989,03,20,327628800,4190873
2100,1989,03,21,327715200,4261943
2101,1989,03,22,327801600,4330830
2102,1989,03,23,327888000,4417960
2103,1989,03,24,327974400,4530117
2104,1989,03,25,328060800,4634282
2105,1989,03,26,328147200,4716845
2106,1989,03,27,328230000,4775639
2107,1989,03,28,328316400,4818282
2108,1989,03,29,328402800,4874700
2109,1989,03,30,328489200,4916831
2110,1989,03,31,328575600,4968066
2111,1989,04,01,328662000,5019323
2112,1989,04,02,328748400,5078661
2113,1989,04,03,328834800,5163634
2114,1989,04,04,328921200,5244780
2115,1989,04,05,329007600,5328689
2116,1989,04,06,329094000,5405752
2117,1989,04,07,329180400,5471253
2118,1989,04,08,329266800,5521895
2119,1989,04,09,329353200,5572995
2120,1989,04,10,329439600,5649844
2121,1989,04,11,329526000,5745893
2122,1989,04,12,329612400,5841993
2123,1989,04,13,329698800,5907966
2124,1989,04,14,329785200,6027386
2125,1989,04,15,329871600,6152332
2126,1989,04,16,329958000,6268841
2127,1989,04,17,330044400,6391151
2128,1989,04,18,330130800,6520212
2129,1989,04,19,330217200,6652230
2130,1989,04,20,330303600,6779647
2131,1989,04,21,330390000,6913402
2132,1989,04,22,330476400,7011316
2133,1989,04,23,330562800,7114998
2134,1989,04,24,330649200,7242086
2135,1989,04,25,330735600,7365429
2136,1989,04,26,330822000,7508417
2137,1989,04,27,330908400,7635280
2138,1989,04,28,330994800,7763798
2139,1989,04,29,331081200,7928207
2140,1989,04,30,331167600,8133536
2141,1989,05,01,331254000,8319092
2142,1989,05,02,331340400,8486363
2143,1989,05,03,331426800,8590298
2144,1989,05,04,331513200,8704784
2145,1989,05,05,331599600,8848575
2146,1989,05,06,331686000,8992763
2147,1989,05,07,331772400,9121067
2148,1989,05,08,331858800,9261653
2149,1989,05,09,331945200,9420887
2150,1989,05,10,332031600,9553338
2151,1989,05,11,332118000,9700847
2152,1989,05,12,332204400,9854491
2153,1989,05,13,332290800,10006041
2154,1989,05,14,332377200,10133078
2155,1989,05,15,332463600,10264685
2156,1989,05,16,332550000,10395888
2157,1989,05,17,332636400,10512518
2158,1989,05,18,332722800,10633425
2159,1989,05,19,332809200,10771139
2160,1989,05,20,332895600,10892623
2161,1989,05,21,332982000,11017413
2162,1989,05,22,333068400,11123271
2163,1989,05,23,333154800,11253779
2164,1989,05,24,333241200,11384945
2165,1989,05,25,333327600,11522942
2166,1989,05,26,333414000,11656431
2167,1989,05,27,333500400,11769473
2168,1989,05,28,333586800,11886924
2169,1989,05,29,333673200,11960696
2170,1989,05,30,333759600,12038974
2171,1989,05,31,333846000,12135574
2172,1989,06,01,333932400,12198140
2173,1989,06,02,334018800,12267651
2174,1989,06,03,334105200,12346262
2175,1989,06,04,334191600,12403128
2176,1989,06,05,334278000,12457493
2177,1989,06,06,334364400,12489176
2178,1989,06,08,334537200,12768788
2179,1989,06,09,334623600,12821278
2180,1989,06,10,334710000,12988744
2181,1989,06,11,334796400,13076536
2182,1989,06,12,334882800,13228342
2183,1989,06,13,334969200,13363820
2184,1989,06,14,335055600,13425299
2185,1989,06,15,335142000,13503577
2186,1989,06,16,335228400,13668239
2187,1989,06,17,335314800,13849673
2188,1989,06,18,335401200,14000688
2189,1989,06,19,335487600,14121706
2190,1989,06,20,335574000,14212139
2191,1989,06,21,335660400,14285165
2192,1989,06,22,335746800,14377494
2193,1989,06,23,335833200,14402011
2194,1989,06,24,335919600,14480074
2195,1989,06,25,336006000,14564602
2196,1989,06,26,336092400,14625621
2197,1989,06,27,336178800,14714303
2198,1989,06,28,336265200,14780600
2199,1989,06,29,336351600,14838731
2200,1989,06,30,336438000,14908506
2201,1989,07,01,336524400,14935944
2202,1989,07,02,336610800,14992155
2203,1989,07,03,336697200,15023981
2204,1989,07,04,336783600,15032643
2205,1989,07,05,336870000,15058847
2206,1989,07,06,336956400,15081672
2207,1989,07,07,337042800,15104908
2208,1989,07,08,337129200,15146013
2209,1989,07,09,337215600,15174022
2210,1989,07,10,337302000,15207610
2211,1989,07,11,337388400,15266782
2212,1989,07,12,337474800,15313951
2213,1989,07,13,337561200,15391036
2214,1989,07,14,337647600,15440202
2215,1989,07,15,337734000,15525377
2216,1989,07,16,337820400,15589448
2217,1989,07,17,337906800,15659640
2218,1989,07,18,337993200,15695866
2219,1989,07,19,338079600,15798720
2220,1989,07,20,338166000,15836871
2221,1989,07,21,338252400,15892298
2222,1989,07,25,338598000,16283740
2223,1989,07,26,338684400,16374424
2224,1989,07,27,338770800,16463279
2225,1989,07,28,338857200,16545698
2226,1989,07,29,338943600,16632359
2227,1989,07,30,339030000,16686844
2228,1989,07,31,339116400,16740600
2229,1989,08,01,339202800,16772004
2230,1989,08,02,339289200,16800603
2231,1989,08,03,339375600,16838084
2232,1989,08,04,339462000,16872960
2233,1989,08,05,339548400,16916093
2234,1989,08,06,339634800,16978567
2235,1989,08,07,339721200,17044671
2236,1989,08,08,339807600,17090255
2237,1989,08,09,339894000,17178713
2238,1989,08,10,339980400,17238328
2239,1989,08,11,340066800,17302533
2240,1989,08,12,340153200,17333026
2241,1989,08,13,340239600,17382082
2242,1989,08,14,340326000,17437365
2243,1989,08,15,340412400,17524853
2244,1989,08,16,340498800,17606823
2245,1989,08,17,340585200,17666964
2246,1989,08,18,340671600,17680934
2247,1989,08,19,340758000,17669744
2248,1989,08,20,340844400,17653333
2249,1989,08,21,340930800,17677184
2250,1989,08,22,341017200,17714892
2251,1989,08,23,341103600,17740380
2252,1989,08,24,341190000,17742852
2253,1989,08,25,341276400,17783409
2254,1989,08,26,341362800,17834828
2255,1989,08,27,341449200,17905262
2256,1989,08,28,341535600,17963813
2257,1989,08,29,341622000,18014982
2258,1989,08,30,341708400,18058161
2259,1989,08,31,341794800,18065411
2260,1989,09,01,341881200,18042162
2261,1989,09,02,341967600,18018479
2262,1989,09,03,342054000,18014622
2263,1989,09,04,342140400,18028899
2264,1989,09,05,342226800,18071233
2265,1989,09,06,342313200,18097963
2266,1989,09,07,342399600,18089657
2267,1989,09,08,342486000,18083863
2268,1989,09,09,342572400,18073447
2269,1989,09,10,342658800,18073555
2270,1989,09,11,342745200,18096146
2271,1989,09,12,342831600,18093075
2272,1989,09,13,342918000,18081520
2273,1989,09,14,343004400,18093767
2274,1989,09,15,343090800,18068469
2275,1989,09,16,343177200,18038324
2276,1989,09,17,343263600,18010620
2277,1989,09,18,343350000,18022471
2278,1989,09,19,343436400,18060416
2279,1989,09,20,343522800,18088528
2280,1989,09,21,343609200,18111206
2281,1989,09,22,343695600,18133877
2282,1989,09,23,343782000,18114049
2283,1989,09,24,343868400,18113062
2284,1989,09,25,343954800,18059138
2285,1989,09,26,344041200,17995564
2286,1989,09,27,344127600,17939042
2287,1989,09,28,344214000,17878273
2288,1989,09,29,344300400,17837691
2289,1989,09,30,344386800,17833648
2290,1989,10,01,344473200,17847803
2291,1989,10,02,344559600,17851635
2292,1989,10,03,344646000,17858371
2293,1989,10,04,344732400,17873240
2294,1989,10,05,344818800,17901037
2295,1989,10,06,344905200,17911665
2296,1989,10,07,344991600,17929404
2297,1989,10,08,345078000,17931689
2298,1989,10,09,345164400,17939557
2299,1989,10,10,345250800,17941351
2300,1989,10,11,345337200,17952218
2301,1989,10,12,345423600,17952369
2302,1989,10,13,345510000,17965918
2303,1989,10,14,345596400,17967254
2304,1989,10,15,345682800,17959517
2305,1989,10,16,345769200,17948132
2306,1989,10,17,345855600,17913475
2307,1989,10,18,345942000,17907550
2308,1989,10,19,346028400,17868922
2309,1989,10,20,346114800,17808428
2310,1989,10,21,346201200,17780501
2311,1989,10,22,346287600,17768220
2312,1989,10,24,346460400,17649333
2313,1989,10,25,346546800,17536106
2314,1989,10,26,346633200,17460798
2315,1989,10,27,346719600,17361268
2316,1989,10,28,346806000,17227607
2317,1989,10,29,346892400,17086207
2318,1989,10,30,346982400,16999788
2319,1989,10,31,347068800,16896505
2320,1989,11,01,347155200,16829677
2321,1989,11,02,347241600,16774460
2322,1989,11,03,347328000,16728599
2323,1989,11,04,347414400,16682662
2324,1989,11,05,347500800,16629969
2325,1989,11,06,347587200,16566839
2326,1989,11,07,347673600,16499084
2327,1989,11,08,347760000,16447196
2328,1989,11,09,347846400,16370898
2329,1989,11,10,347932800,16273397
2330,1989,11,11,348019200,16189114
2331,1989,11,12,348105600,16118938
2332,1989,11,13,348192000,16045551
2333,1989,11,14,348278400,15955782
2334,1989,11,15,348364800,15870878
2335,1989,11,16,348451200,15757206
2336,1989,11,17,348537600,15631524
2337,1989,11,18,348624000,15517050
2338,1989,11,19,348710400,15382094
2339,1989,11,20,348796800,15261119
2340,1989,11,21,348883200,15114447
2341,1989,11,22,348969600,14972967
2342,1989,11,23,349056000,14859115
2343,1989,11,24,349142400,14705282
2344,1989,11,25,349228800,14568768
2345,1989,11,26,349315200,14415698
2346,1989,11,27,349401600,14247265
2347,1989,11,28,349488000,14008323
2348,1989,11,29,349574400,13786294
2349,1989,11,30,349660800,13597225
2350,1989,12,01,349747200,13349983
2351,1989,12,02,349833600,13174400
2352,1989,12,03,349920000,12971386
2353,1989,12,04,350006400,12767212
2354,1989,12,05,350092800,12526478
2355,1989,12,06,350179200,12264850
2356,1989,12,07,350265600,11976056
2357,1989,12,08,350352000,11737117
2358,1989,12,09,350438400,11513014
2359,1989,12,10,350524800,11272403
2360,1989,12,11,350611200,10956478
2361,1989,12,12,350697600,10682043
2362,1989,12,13,350784000,10389310
2363,1989,12,14,350870400,10104340
2364,1989,12,15,350956800,9819740
2365,1989,12,16,351043200,9426378
2366,1989,12,17,351129600,9127207
2367,1989,12,18,351216000,8858535
2368,1989,12,19,351302400,8628204
2369,1989,12,20,351388800,8471966
2370,1989,12,21,351475200,8300971
2371,1989,12,22,351561600,8133494
2372,1989,12,23,351648000,7963990
2373,1989,12,24,351734400,7808442
2374,1989,12,25,351820800,7663556
2375,1989,12,26,351907200,7517035
2376,1989,12,27,351993600,7370267
2377,1989,12,28,352080000,7233242
2378,1989,12,29,352166400,7104321
2379,1989,12,30,352252800,6952018
2380,1989,12,31,352339200,6817852
2381,1990,01,01,352425600,6688163
2382,1990,01,02,352512000,6552409
2383,1990,01,03,352598400,6438592
2384,1990,01,04,352684800,6307834
2385,1990,01,05,352771200,6185196
2386,1990,01,06,352857600,6026711
2387,1990,01,07,352944000,5880651
2388,1990,01,08,353030400,5754149
2389,1990,01,09,353116800,5599801
2390,1990,01,10,353203200,5453421
2391,1990,01,11,353289600,5355440
2392,1990,01,12,353376000,5233403
2393,1990,01,13,353462400,5114408
2394,1990,01,14,353548800,4980488
2395,1990,01,15,353635200,4840834
2396,1990,01,16,353721600,4669694
2397,1990,01,17,353808000,4508618
2398,1990,01,18,353894400,4368832
2399,1990,01,19,353980800,4249459
2400,1990,01,20,354067200,4156032
2401,1990,01,21,354153600,4073924
2402,1990,01,22,354240000,4000268
2403,1990,01,23,354326400,3918114
2404,1990,01,24,354412800,3848038
2405,1990,01,25,354499200,3784815
2406,1990,01,26,354585600,3740218
2407,1990,01,27,354672000,3686057
2408,1990,01,28,354758400,3649593
2409,1990,01,29,354844800,3603832
2410,1990,01,30,354931200,3558946
2411,1990,01,31,355017600,3487848
2412,1990,02,01,355104000,3435940
2413,1990,02,02,355190400,3395405
2414,1990,02,03,355276800,3338664
2415,1990,02,04,355363200,3296169
2416,1990,02,05,355449600,3243446
2417,1990,02,06,355536000,3195661
2418,1990,02,07,355622400,3165877
2419,1990,02,08,355708800,3135309
2420,1990,02,09,355795200,3106693
2421,1990,02,10,355881600,3075551
2422,1990,02,11,355968000,3037141
2423,1990,02,12,356054400,2997582
2424,1990,02,13,356140800,2957457
2425,1990,02,14,356227200,2928795
2426,1990,02,15,356313600,2888844
2427,1990,02,16,356400000,2869725
2428,1990,02,17,356486400,2835222
2429,1990,02,18,356572800,2792911
2430,1990,02,19,356659200,2756495
2431,1990,02,20,356745600,2746518
2432,1990,02,21,356832000,2756278
2433,1990,02,22,356918400,2760740
2434,1990,02,23,357004800,2761815
2435,1990,02,24,357091200,2771396
2436,1990,02,25,357177600,2795767
2437,1990,02,26,357264000,2825281
2438,1990,02,27,357350400,2854859
2439,1990,02,28,357436800,2865872
2440,1990,03,01,357523200,2889726
2441,1990,03,02,357609600,2920971
2442,1990,03,03,357696000,2964826
2443,1990,03,04,357782400,3013362
2444,1990,03,05,357868800,3047477
2445,1990,03,06,357955200,3107814
2446,1990,03,07,358041600,3150878
2447,1990,03,08,358128000,3188279
2448,1990,03,09,358214400,3243244
2449,1990,03,10,358300800,3370624
2450,1990,03,11,358387200,3490380
2451,1990,03,12,358473600,3578742
2452,1990,03,13,358560000,3669967
2453,1990,03,14,358646400,3756508
2454,1990,03,15,358732800,3838954
2455,1990,03,16,358819200,3913089
2456,1990,03,17,358905600,3996978
2457,1990,03,18,358992000,4082068
2458,1990,03,19,359078400,4156095
2459,1990,03,20,359164800,4263046
2460,1990,03,21,359251200,4385407
2461,1990,03,22,359337600,4502348
2462,1990,03,23,359424000,4589164
2463,1990,03,24,359510400,4703736
2464,1990,03,25,359596800,4828084
2465,1990,03,26,359679600,4934430
2466,1990,03,27,359766000,5015374
2467,1990,03,28,359852400,5102409
2468,1990,03,29,359938800,5216124
2469,1990,03,30,360025200,5358268
2470,1990,03,31,360111600,5502948
2471,1990,04,01,360198000,5609105
2472,1990,04,02,360284400,5735509
2473,1990,04,03,360370800,5846099
2474,1990,04,04,360457200,5954100
2475,1990,04,05,360543600,6048156
2476,1990,04,06,360630000,6142742
2477,1990,04,07,360716400,6210427
2478,1990,04,08,360802800,6284826
2479,1990,04,09,360889200,6386359
2480,1990,04,10,360975600,6491276
2481,1990,04,11,361062000,6583365
2482,1990,04,12,361148400,6699871
2483,1990,04,13,361234800,6798275
2484,1990,04,14,361321200,6881863
2485,1990,04,15,361407600,6967401
2486,1990,04,16,361494000,7048457
2487,1990,04,17,361580400,7138756
2488,1990,04,18,361666800,7234860
2489,1990,04,19,361753200,7330639
2490,1990,04,20,361839600,7395769
2491,1990,04,21,361926000,7476711
2492,1990,04,22,362012400,7618824
2493,1990,04,23,362098800,7782579
2494,1990,04,24,362185200,7934757
2495,1990,04,25,362271600,8046131
2496,1990,04,26,362358000,8147607
2497,1990,04,27,362444400,8226363
2498,1990,04,28,362530800,8300354
2499,1990,04,29,362617200,8325629
2500,1990,04,30,362703600,8319936
2501,1990,05,01,362790000,8358812
2502,1990,05,02,362876400,8401190
2503,1990,05,03,362962800,8490268
2504,1990,05,04,363049200,8585417
2505,1990,05,05,363135600,8684569
2506,1990,05,06,363222000,8779184
2507,1990,05,07,363308400,8856527
2508,1990,05,08,363394800,8920177
2509,1990,05,09,363481200,8972488
2510,1990,05,10,363567600,9061396
2511,1990,05,11,363654000,9139734
2512,1990,05,12,363740400,9248042
2513,1990,05,13,363826800,9384792
2514,1990,05,14,363913200,9511086
2515,1990,05,15,363999600,9633327
2516,1990,05,16,364086000,9713573
2517,1990,05,17,364172400,9794052
2518,1990,05,18,364258800,9896559
2519,1990,05,19,364345200,10023374
2520,1990,05,20,364431600,10165531
2521,1990,05,21,364518000,10303880
2522,1990,05,22,364604400,10424403
2523,1990,05,23,364690800,10544865
2524,1990,05,24,364777200,10656721
2525,1990,05,25,364863600,10766070
2526,1990,05,26,364950000,10888526
2527,1990,05,27,365036400,11010845
2528,1990,05,28,365122800,11114272
2529,1990,05,29,365209200,11218204
2530,1990,05,30,365295600,11311044
2531,1990,05,31,365382000,11448320
2532,1990,06,01,365468400,11596275
2533,1990,06,02,365554800,11693293
2534,1990,06,03,365641200,11783840
2535,1990,06,04,365727600,11895702
2536,1990,06,05,365814000,11985787
2537,1990,06,06,365900400,12074263
2538,1990,06,07,365986800,12131413
2539,1990,06,08,366073200,12224709
2540,1990,06,09,366159600,12323012
2541,1990,06,10,366246000,12433704
2542,1990,06,11,366332400,12543990
2543,1990,06,12,366418800,12656919
2544,1990,06,13,366505200,12787500
2545,1990,06,14,366591600,12949828
2546,1990,06,15,366678000,13084959
2547,1990,06,16,366764400,13260962
2548,1990,06,17,366850800,13412000
2549,1990,06,18,366937200,13546346
2550,1990,06,19,367023600,13659376
2551,1990,06,20,367110000,13759025
2552,1990,06,21,367196400,13845659
2553,1990,06,22,367282800,13919373
2554,1990,06,23,367369200,13973497
2555,1990,06,24,367455600,14041858
2556,1990,06,25,367542000,14127110
2557,1990,06,26,367628400,14182122
2558,1990,06,27,367714800,14248087
2559,1990,06,28,367801200,14258087
2560,1990,06,29,367887600,14294546
2561,1990,06,30,367974000,14351440
2562,1990,07,01,368060400,14434870
2563,1990,07,02,368146800,14568072
2564,1990,07,03,368233200,14696921
2565,1990,07,04,368319600,14773293
2566,1990,07,05,368406000,14792324
2567,1990,07,06,368492400,14803340
2568,1990,07,07,368578800,14845986
2569,1990,07,08,368665200,14898099
2570,1990,07,09,368751600,15007634
2571,1990,07,10,368838000,15145901
2572,1990,07,11,368924400,15226255
2573,1990,07,12,369010800,15317078
2574,1990,07,13,369097200,15385748
2575,1990,07,14,369183600,15454398
2576,1990,07,15,369270000,15505806
2577,1990,07,16,369356400,15565511
2578,1990,07,17,369442800,15623170
2579,1990,07,18,369529200,15727285
2580,1990,07,19,369615600,15807088
2581,1990,07,20,369702000,15903430
2582,1990,07,21,369788400,16003180
2583,1990,07,22,369874800,16089453
2584,1990,07,23,369961200,16154328
2585,1990,07,24,370047600,16222120
2586,1990,07,25,370134000,16302058
2587,1990,07,26,370220400,16357539
2588,1990,07,27,370306800,16413605
2589,1990,07,28,370393200,16506897
2590,1990,07,29,370479600,16595209
2591,1990,07,30,370566000,16676929
2592,1990,07,31,370652400,16744986
2593,1990,08,01,370738800,16821013
2594,1990,08,02,370825200,16897021
2595,1990,08,03,370911600,16976963
2596,1990,08,04,370998000,17040346
2597,1990,08,05,371084400,17084401
2598,1990,08,06,371170800,17160188
2599,1990,08,07,371257200,17246221
2600,1990,08,08,371343600,17290905
2601,1990,08,09,371430000,17341995
2602,1990,08,10,371516400,17333387
2603,1990,08,11,371602800,17312892
2604,1990,08,12,371689200,17315902
2605,1990,08,14,371862000,17432212
2606,1990,08,15,371948400,17443234
2607,1990,08,16,372034800,17636822
2608,1990,08,17,372121200,17669291
2609,1990,08,18,372207600,17723095
2610,1990,08,19,372294000,17734268
2611,1990,08,20,372380400,17728379
2612,1990,08,21,372466800,17719816
2613,1990,08,22,372553200,17705731
2614,1990,08,23,372639600,17704246
2615,1990,08,24,372726000,17691037
2616,1990,08,27,372985200,18013420
2617,1990,08,28,373071600,18039757
2618,1990,08,29,373158000,18060625
2619,1990,08,30,373244400,18131119
2620,1990,08,31,373330800,18207802
2621,1990,09,01,373417200,18194111
2622,1990,09,02,373503600,18183552
2623,1990,09,03,373590000,18180891
2624,1990,09,04,373676400,18202811
2625,1990,09,05,373762800,18189302
2626,1990,09,06,373849200,18139035
2627,1990,09,07,373935600,18074941
2628,1990,09,08,374022000,18050419
2629,1990,09,09,374108400,17995353
2630,1990,09,10,374194800,17988746
2631,1990,09,11,374281200,17953011
2632,1990,09,12,374367600,17948106
2633,1990,09,13,374454000,17978294
2634,1990,09,14,374540400,18017481
2635,1990,09,15,374626800,18056375
2636,1990,09,16,374713200,18093276
2637,1990,09,17,374799600,18132128
2638,1990,09,18,374886000,18182438
2639,1990,09,19,374972400,18197360
2640,1990,09,20,375058800,18217320
2641,1990,09,21,375145200,18191703
2642,1990,09,22,375231600,18161264
2643,1990,09,23,375318000,18198645
2644,1990,09,24,375404400,18219330
2645,1990,09,25,375490800,18241343
2646,1990,09,26,375577200,18255097
2647,1990,09,27,375663600,18266826
2648,1990,09,28,375750000,18281378
2649,1990,09,29,375836400,18307100
2650,1990,09,30,375922800,18304256
2651,1990,10,01,376009200,18285990
2652,1990,10,02,376095600,18253443
2653,1990,10,03,376182000,18204159
2654,1990,10,04,376268400,18192213
2655,1990,10,05,376354800,18144575
2656,1990,10,06,376441200,18130006
2657,1990,10,07,376527600,18140806
2658,1990,10,08,376614000,18143423
2659,1990,10,09,376700400,18131592
2660,1990,10,10,376786800,18128271
2661,1990,10,11,376873200,18148624
2662,1990,10,12,376959600,18146085
2663,1990,10,13,377046000,18110459
2664,1990,10,14,377132400,18109185
2665,1990,10,15,377218800,18096464
2666,1990,10,16,377305200,18108925
2667,1990,10,17,377391600,18072785
2668,1990,10,18,377478000,18043309
2669,1990,10,19,377564400,18000152
2670,1990,10,20,377650800,17856121
2671,1990,10,21,377737200,17815135
2672,1990,10,23,377910000,17502343
2673,1990,10,25,378082800,17502343
2674,1990,10,28,378342000,17089075
2675,1990,10,29,378432000,17061493
2676,1990,10,30,378518400,17033756
2677,1990,10,31,378604800,16989381
2678,1990,11,01,378691200,16899493
2679,1990,11,02,378777600,16817030
2680,1990,11,03,378864000,16674588
2681,1990,11,04,378950400,16660099
2682,1990,11,05,379036800,16600531
2683,1990,11,06,379123200,16539657
2684,1990,11,07,379209600,16470768
2685,1990,11,08,379296000,16421723
2686,1990,11,09,379382400,16362118
2687,1990,11,10,379468800,16302043
2688,1990,11,11,379555200,16183344
2689,1990,11,12,379641600,16045919
2690,1990,11,13,379728000,15868340
2691,1990,11,14,379814400,15786575
2692,1990,11,15,379900800,15710103
2693,1990,11,16,379987200,15572262
2694,1990,11,17,380073600,15465392
2695,1990,11,18,380160000,15321217
2696,1990,11,19,380246400,15199476
2697,1990,11,20,380332800,14996963
2698,1990,11,21,380419200,14843025
2699,1990,11,22,380505600,14585390
2700,1990,11,23,380592000,14387893
2701,1990,11,24,380678400,14234551
2702,1990,11,25,380764800,14047949
2703,1990,11,26,380851200,13868191
2704,1990,11,27,380937600,13661012
2705,1990,11,28,381024000,13448284
2706,1990,11,29,381110400,13207151
2707,1990,11,30,381196800,13048706
2708,1990,12,01,381283200,12843301
2709,1990,12,02,381369600,12682153
2710,1990,12,03,381456000,12503577
2711,1990,12,04,381542400,12280629
2712,1990,12,05,381628800,12098483
2713,1990,12,06,381715200,11861209
2714,1990,12,07,381801600,11648208
2715,1990,12,08,381888000,11488831
2716,1990,12,09,381974400,11360943
2717,1990,12,10,382060800,11226293
2718,1990,12,11,382147200,11013578
2719,1990,12,12,382233600,10732744
2720,1990,12,13,382320000,10466384
2721,1990,12,14,382406400,10165508
2722,1990,12,15,382492800,9951339
2723,1990,12,16,382579200,9704844
2724,1990,12,17,382665600,9503330
2725,1990,12,18,382752000,9364093
2726,1990,12,19,382838400,9193902
2727,1990,12,20,382924800,9079760
2728,1990,12,21,383011200,9017610
2729,1990,12,27,383529600,7727413
2730,1990,12,28,383616000,7618828
2731,1990,12,29,383702400,7543879
2732,1990,12,30,383788800,7424608
2733,1990,12,31,383875200,7206194
2734,1991,01,01,383961600,7025912
2735,1991,01,02,384048000,6866695
2736,1991,01,03,384134400,6727943
2737,1991,01,04,384220800,6564910
2738,1991,01,05,384307200,6454309
2739,1991,01,06,384393600,6349996
2740,1991,01,07,384480000,6231080
2741,1991,01,08,384566400,6121784
2742,1991,01,09,384652800,5989657
2743,1991,01,10,384739200,5882742
2744,1991,01,11,384825600,5730339
2745,1991,01,12,384912000,5621154
2746,1991,01,13,384998400,5470066
2747,1991,01,14,385084800,5334990
2748,1991,01,15,385171200,5245329
2749,1991,01,16,385257600,5147231
2750,1991,01,17,385344000,5077357
2751,1991,01,18,385430400,4990863
2752,1991,01,19,385516800,4904557
2753,1991,01,20,385603200,4808385
2754,1991,01,21,385689600,4721953
2755,1991,01,22,385776000,4649373
2756,1991,01,23,385862400,4607682
2757,1991,01,24,385948800,4559748
2758,1991,01,25,386035200,4493169
2759,1991,01,26,386121600,4426013
2760,1991,01,27,386208000,4367720
2761,1991,01,28,386294400,4291466
2762,1991,01,29,386380800,4218299
2763,1991,01,30,386467200,4122868
